Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes,clean_comments,language
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Russia is speedrunning destroying its economy. LOL,UgyMqCOQ7z9Zc8VYEbh4AaABAg,0,0,Russia is speedrunning destroying its economy. LOL,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Ms Ursula von der Leyen says payment should be in euro or USD. But you are freezing the assets in EURO or USD it means literally you want russian gas at free of cost. 

There is always Force Majeure clause in any contract so pay in Ruble or Freeze in cold.  

You are left with no option face the wrath of european common man or kneel down to Russia",UgxVF07bsGZBqeuY9iB4AaABAg,1,3,"Ms Ursula von der Leyen says payment should be in euro or USD. But you are freezing the assets in EURO or USD it means literally you want russian gas at free of cost. 

There is always Force Majeure clause in any contract so pay in Ruble or Freeze in cold.  

You are left with no option face the wrath of european common man or kneel down to Russia",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Rouble Ruble Rubble Trouble
Double, double toil and trouble;
Fire burn and caldron bubble.
Cool it with that tyrant's blood,
Then the charm is firm and good.",Ugx-SHHC0BurAdJuF0l4AaABAg,0,0,"Rouble Ruble Rubble Trouble
Double, double toil and trouble;
Fire burn and caldron bubble.
Cool it with that tyrant's blood,
Then the charm is firm and good.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,of course Xenophon is walking along in this area with several thousand Laconians and they are looking not for war but for survival among the man eaters there awaits the ships to return to civility,UgyDcJJ3OpsdNWghez54AaABAg,0,0,of course Xenophon is walking along in this area with several thousand Laconians and they are looking not for war but for survival among the man eaters there awaits the ships to return to civility,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,THAT'S NOT WHAT BLACKMAIL IS!!!,UgyJuYu43BMsjftEb-Z4AaABAg,1,2,THAT'S NOT WHAT BLACKMAIL IS!!!,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,I'm sure if british gas cut me off for not paying my gas bill and I claimed it was unjustified and unacceptable I would be charged with theft.,Ugzm_vA_aAok396RblZ4AaABAg,10,7,I'm sure if british gas cut me off for not paying my gas bill and I claimed it was unjustified and unacceptable I would be charged with theft.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Poland is prepared for it. Western world has to fight the soviet system not to allow it to be the ruling power.,UgwogDXcwHGTLgcLt0x4AaABAg,2,0,Poland is prepared for it. Western world has to fight the soviet system not to allow it to be the ruling power.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Tee, hee.  Trump did warn the EU, now didn't he?",Ugwlo6NVwflE4oS_PDB4AaABAg,0,1,"Tee, hee.  Trump did warn the EU, now didn't he?",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,We don't want their gas . That's what we told Germany,Ugy1VgU6g5hCJ0uNiAJ4AaABAg,0,0,We don't want their gas . That's what we told Germany,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"There is simply no alternative to cheap russian gas . Expemsive energy means high inflation, high food prices . April 2022 payslips show reality - lower income when compared to March 2022 . Opiods and sex services prices will go up, so will holiday expenses",UgzIqn4sB-1mL6D9X114AaABAg,1,0,"There is simply no alternative to cheap russian gas . Expemsive energy means high inflation, high food prices . April 2022 payslips show reality - lower income when compared to March 2022 . Opiods and sex services prices will go up, so will holiday expenses",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Congrats to everyone who is early And who found this comment 👏 ❤...,UgxswV8TbC28YKipKvl4AaABAg,2,4,Congrats to everyone who is early And who found this comment  ...,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,i'm RA stop fighting. peace pls,UgxUH-w2XTb5MoWXOWx4AaABAg,1,0,i'm RA stop fighting. peace pls,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,The Bulgarians are lying. To compensate 90% supply is not that easy  :(,Ugw1ZFuQrjNsX7U8wmJ4AaABAg,2,5,The Bulgarians are lying. To compensate 90% supply is not that easy  :(,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,How about Germany?,UgxIqGK7q7hVIQVMrgl4AaABAg,0,0,How about Germany?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Don’t forget we have people dying from starvation in Yeman.,Ugz9d1yLJYjUzpRoa2R4AaABAg,0,4,Don’t forget we have people dying from starvation in Yeman.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,If you don't pay then they have the right to cut it .. no Rubles = no gas .,UgyfXjYeAl5S-Ztp2oh4AaABAg,3,25,If you don't pay then they have the right to cut it .. no Rubles = no gas .,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,This Zelensky clown makes more speeches than Shakespeare. Tbh i'm tired of him...,UgzF8HesUtSS5_B-ABB4AaABAg,1,5,This Zelensky clown makes more speeches than Shakespeare. Tbh i'm tired of him...,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"What us is doing ,same russiaya is doing।",UgxvFH3DY8We8uhAazF4AaABAg,0,0,"What us is doing ,same russiaya is doing।",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Keep ur gas ha we go America,Ugz8gsiyIibGweaCdVR4AaABAg,0,0,Keep ur gas ha we go America,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,What do you expect them todo? No shit,UgxkSCVftMBAHjaIL8p4AaABAg,1,1,What do you expect them todo? No shit,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,What creatures did Saint Patrick drive out of Ireland? 1) serpents 2) wolves 3) squirrels 4) Englishman ???,Ugy5ktCXYuT3wA6Bjhp4AaABAg,1,0,What creatures did Saint Patrick drive out of Ireland? 1) serpents 2) wolves 3) squirrels 4) Englishman ???,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,in Poland inflation has raised up to 11% !!!!,UgxaDRoURbuu2wUZyIt4AaABAg,1,2,in Poland inflation has raised up to 11% !!!!,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Fingers crossed Canada can fill the void…,UgwEyGMx37oHAx8wsBl4AaABAg,3,0,Fingers crossed Canada can fill the void…,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Too late for this .
They should have  done so  right from  the beginning.",Ugwb5sAMYsV6OBsaHyp4AaABAg,5,10,"Too late for this .
They should have  done so  right from  the beginning.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Respect Russia! Your have(baiden) wot is problem!? Gas have Russian! Slava Russia!👍👍👍👏👏👏,UgxWyqbPuWmyK2e9xnB4AaABAg,0,1,Respect Russia! Your have(baiden) wot is problem!? Gas have Russian! Slava Russia!,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"like Saint Augustine said the City of GOD 
yes there will be one nation of GOD and everyone outside of that nation is going to be against it
this is the Hadith where it says 80 nations against 1 nation of ALLAH",UgyqJmq4uYcvotsMCr14AaABAg,0,0,"like Saint Augustine said the City of GOD 
yes there will be one nation of GOD and everyone outside of that nation is going to be against it
this is the Hadith where it says 80 nations against 1 nation of ALLAH",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"certainly, it should be used as weapon. action of west is not right rather west should satisfy Russia with a simple and easy promise that Ukraine will not be a part of NATO yet we are all going toward 3rdwolrd war with Nuclear.................Don't mess with Russia as its not Afghanistan or Iraq or Lebanon or Vietnam we might end up paying a price that unthinkable.",Ugyp8flYDo9kfPC7DXB4AaABAg,1,4,"certainly, it should be used as weapon. action of west is not right rather west should satisfy Russia with a simple and easy promise that Ukraine will not be a part of NATO yet we are all going toward 3rdwolrd war with Nuclear.................Don't mess with Russia as its not Afghanistan or Iraq or Lebanon or Vietnam we might end up paying a price that unthinkable.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Germany need to also stop taking Russian gas .,Ugxj_jEPBOHvRgl1GZ14AaABAg,1,0,Germany need to also stop taking Russian gas .,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Americans, what song will we sing before we die?)) Biden went all in.. We are all Khan-nuclear missiles will be launched soon) We are Russians of 192 nationalities in Russia ready for this)) What will we sing before we die?))",UgyeLVofbTycf-JCeDt4AaABAg,1,0,"Americans, what song will we sing before we die?)) Biden went all in.. We are all Khan-nuclear missiles will be launched soon) We are Russians of 192 nationalities in Russia ready for this)) What will we sing before we die?))",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,After all the vocal protest that Poland made addressed to Russia lately ( does remind me of a hysterical chihuahua behind her masters back attacking a big Dog :)) now calling official letter from Gasprom a threat … oi vei !!! Take a Zanex pill or is it anex now ?,UgwGQifnaMZx_1DSb1x4AaABAg,2,3,After all the vocal protest that Poland made addressed to Russia lately ( does remind me of a hysterical chihuahua behind her masters back attacking a big Dog :)) now calling official letter from Gasprom a threat … oi vei !!! Take a Zanex pill or is it anex now ?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,This gas is not cheap if it control you... Just like everyone said Russ would try -CONTROL YOU-,UgzbBJhTkluINEa-6KV4AaABAg,1,0,This gas is not cheap if it control you... Just like everyone said Russ would try -CONTROL YOU-,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Putin is playing a losing game of chess...,Ugz21_Iwy_AnbMMppuZ4AaABAg,0,0,Putin is playing a losing game of chess...,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,They better start eating more beans soon,UgzL-G377GbhTqICUvl4AaABAg,1,1,They better start eating more beans soon,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"""YOU DISAPPOINT ME, PATHETIC PUPPY!"" LORD HUMONGUS",UgzwddHp5Q_cqZUT98V4AaABAg,0,0,"""YOU DISAPPOINT ME, PATHETIC PUPPY!"" LORD HUMONGUS",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"The USAmerican Dollar and the Euro are global favourites for trade.... 
The crashing Ruble is 20th in the list
=============================
[if it hasn't already falling further down the list of currencies used.]",Ugyvd95cpjeYy5P1Oah4AaABAg,1,0,"The USAmerican Dollar and the Euro are global favourites for trade.... 
The crashing Ruble is 20th in the list
=============================
[if it hasn't already falling further down the list of currencies used.]",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Russian counter sanctions,UgwKiE_esq9cOdcOuOJ4AaABAg,1,0,Russian counter sanctions,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"They refused to pay for their gas ,what do you expect",Ugy53omYBB0lHpUQ4w14AaABAg,5,7,"They refused to pay for their gas ,what do you expect",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Us & eu can do all kinds of economic blackmailing but when russia do gas blackmailing, suddenly it’s a big crime.",UgxpWTWTB_FP_g93Tll4AaABAg,2,6,"Us & eu can do all kinds of economic blackmailing but when russia do gas blackmailing, suddenly it’s a big crime.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Does anyone believe in the Karma law?,Ugx9K9zrVmpH0ULIrmB4AaABAg,0,0,Does anyone believe in the Karma law?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Gepards arent tanks. Tanks have thick armour, gepards use cardboard painted green.",Ugzxl1OA2I0Bi5ac-Y94AaABAg,1,0,"Gepards arent tanks. Tanks have thick armour, gepards use cardboard painted green.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,You are the one buying.... You can't imposed what you want to the seller. You buy or you don't. That is how things work in the business world... Lol,UgyHQtHLCM7Z02Dr82p4AaABAg,3,12,You are the one buying.... You can't imposed what you want to the seller. You buy or you don't. That is how things work in the business world... Lol,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,political apostasy is not acceptable in the context of the church or the masjid,UgwMjqgcQQP4l0Laz4x4AaABAg,0,0,political apostasy is not acceptable in the context of the church or the masjid,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,How is cutting off their gas supply a blackmail?,UgwCx8D1UiZ_wAVB6Gp4AaABAg,1,3,How is cutting off their gas supply a blackmail?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,India is hungrey for this in rupay,Ugxc-XqIS32zPbvHOr94AaABAg,1,1,India is hungrey for this in rupay,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,As a bulgarian i prefer russian gas and i support Russia! Resignation for the bulgarian government! 🇧🇬❤️🇷🇺,Ugw8uGrLAVgy-Bmj5mF4AaABAg,0,5,As a bulgarian i prefer russian gas and i support Russia! Resignation for the bulgarian government! ,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Comedian is now the james bond,UgwntwhrEMB-KJsqYQJ4AaABAg,0,0,Comedian is now the james bond,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,India is shifting to ethonol as huge world largest sugarcane production।,UgxIwzA10jypAAmh7Op4AaABAg,1,0,India is shifting to ethonol as huge world largest sugarcane production।,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Poland has plenty of gas stored. No problem at all.,UgxKWz4qV2NtGettCAZ4AaABAg,0,0,Poland has plenty of gas stored. No problem at all.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Better now than in January,UgwcnAKCjjiiDh_KcNJ4AaABAg,2,0,Better now than in January,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,It's long overdue. Russia was supposed to have done ao long ago,UgzFfgGiTXhAGTqZnk54AaABAg,2,5,It's long overdue. Russia was supposed to have done ao long ago,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,EU your already chechmate from the start by RU,Ugw9BNGB_bLQqunaINJ4AaABAg,2,4,EU your already chechmate from the start by RU,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,When u not stop the supply of arms they will shutdown the gas  Europe will frozen  then we build a snowman ☃️☃️☃️☃️☃️☃️☃️☃️☃️☃️☃️☃️,UgxEpLA9nRMqFTZPK6Z4AaABAg,0,0,When u not stop the supply of arms they will shutdown the gas  Europe will frozen  then we build a snowman ,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Poland before April 27th:*screams loudest about the need for an embargo on Russian gas and oil*
Gazprom: *turns off gas for non-payment*
Poland: - ... So you threaten us?",UgyFz4mFtN0gpTpN8NJ4AaABAg,2,27,"Poland before April 27th:*screams loudest about the need for an embargo on Russian gas and oil*
Gazprom: *turns off gas for non-payment*
Poland: - ... So you threaten us?",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,What would Klingons do?,UgySHnJKZlnA25hrbIx4AaABAg,3,0,What would Klingons do?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Pikachu,You sanctioned Russia So they ask pay in Ruble or no gas for you",Ugwp3vZEQ14m_pnGz4Z4AaABAg,2,2,"Pikachu,You sanctioned Russia So they ask pay in Ruble or no gas for you",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Putin you monster,Ugx6EcuXAIvMJusBUkx4AaABAg,1,0,Putin you monster,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Yeah.  They are losing and they know it.  Later Poo Tin.,UgyozufuedQCUQ5aF1l4AaABAg,0,0,Yeah.  They are losing and they know it.  Later Poo Tin.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Hello thief
return the stolen money",UgzK8u8ZmNsD7XRUz2J4AaABAg,0,1,"Hello thief
return the stolen money",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"God bless President Putin 🙏 
Glory to Russia 😤 
Victory to Russia ✌️",UgxdgEFgqj3apo5ZSXZ4AaABAg,1,2,"God bless President Putin  
Glory to Russia  
Victory to Russia ",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Evil EU is falling..,UgxA9BM1Iqdx0V2SZRN4AaABAg,1,5,Evil EU is falling..,en
